USER_NAME,ROLE_NAME,LOCATION,Novex Role
32002455,IL_PLANING_OFFCER,1183,SOD Planning Officer
31968130,IL_PLANING_OFFCER,1187,SOD Planning Officer
31978020,IL_PLANING_OFFCER,1254,SOD Planning Officer
31969890,IL_PLANING_OFFCER,1305,SOD Planning Officer
35416640,IL_PLANING_OFFCER,1341,SOD Planning Officer
31951830,IL_PLANING_OFFCER,1895,SOD Planning Officer
35419750,IL_PLANING_OFFCER,1895,SOD Planning Officer
31951670,IL_PLANING_OFFCER,1992,SOD Planning Officer
31952490,IL_PLANING_OFFCER,1992,SOD Planning Officer
31939740,IL_PLANING_OFFCER,1999,SOD Planning Officer
35324330,IL_PLANING_OFFCER,3698,SOD Planning Officer
31927000,IL_PLANING_OFFCER,4546,SOD Planning Officer
31921880,IL_PLANT_INCHARG,1504,Plant Incharge SOD 
31924140,IL_PLANT_INCHARG,1636,Plant Incharge SOD 
31924520,IL_DGM_SODZONE,1350,Zonal LPG SOD
31908830,IL_CHMNGR_DNTSODZONE,1350,Zonal SOD
31942330,IL_PLANING_OFFCER,1554,SOD Planning Officer
31970560,IL_PLANING_OFFCER,1221,SOD Planning Officer
31940910,IL_PLANING_OFFCER,1292,SOD Planning Officer
31968640,IL_PLANING_OFFCER,1319,SOD Planning Officer
31952370,IL_PLANING_OFFCER,1385,SOD Planning Officer
31955670,IL_PLANING_OFFCER,1436,SOD Planning Officer
32002301,IL_PLANING_OFFCER,1504,SOD Planning Officer
31966720,IL_PLANING_OFFCER,1546,SOD Planning Officer
31914890,IL_PLANING_OFFCER,1584,SOD Planning Officer
31952140,IL_PLANING_OFFCER,1630,SOD Planning Officer
31972210,IL_PLANING_OFFCER,1650,SOD Planning Officer
31927060,IL_PLANING_OFFCER,1712,SOD Planning Officer
31930550,IL_PLANING_OFFCER,1777,SOD Planning Officer
30063250,IL_PLANING_OFFCER,4546,SOD Planning Officer
31958360,IL_MNGR_DNTSODZONE,1370,Zonal SOD
31913620,IL_OPNHEAD_SODZONE,1350,Zonal Head LEVEL SOD
31951390,IL_PLANING_OFFCER,1180,SOD Planning Officer
31969070,IL_PLANING_OFFCER,1254,SOD Planning Officer
31977600,IL_PLANING_OFFCER,1259,SOD Planning Officer
31994650,IL_PLANING_OFFCER,1281,SOD Planning Officer
31985810,IL_PLANING_OFFCER,1308,SOD Planning Officer
31952580,IL_PLANING_OFFCER,1457,SOD Planning Officer
31989570,IL_PLANING_OFFCER,1588,SOD Planning Officer
31944940,IL_PLANING_OFFCER,1644,SOD Planning Officer
31905090,IL_PLANING_OFFCER,1644,SOD Planning Officer
31928150,IL_PLANING_OFFCER,1712,SOD Planning Officer
31990380,IL_PLANING_OFFCER,1777,SOD Planning Officer
31926820,IL_PLANING_OFFCER,1991,SOD Planning Officer
31974110,IL_PLANING_OFFCER,4664,SOD Planning Officer
31924070,IL_PLANT_INCHARG,1265,Plant Incharge SOD 
31924640,IL_PLANT_INCHARG,1412,Plant Incharge SOD 
31923050,IL_CHMNGR_DNTSODZONE,1191,Zonal SOD
31915970,IL_DGM_SODZONE,1662,Zonal LPG SOD
31904950,IL_DGM_SODZONE,7020,Zonal LPG SOD
31913680,IL_GM_SOD,1000,HQO SOD
31905960,IL_OPNHEAD_SODZONE,1670,Zonal Head LEVEL SOD
31972980,IL_PLANING_OFFCER,1164,SOD Planning Officer
31980030,IL_PLANING_OFFCER,1187,SOD Planning Officer
31999570,IL_PLANING_OFFCER,1292,SOD Planning Officer
31967650,IL_PLANING_OFFCER,1305,SOD Planning Officer
31982590,IL_PLANING_OFFCER,1385,SOD Planning Officer
31911190,IL_PLANING_OFFCER,1527,SOD Planning Officer
32002152,IL_PLANING_OFFCER,1546,SOD Planning Officer
31970370,IL_PLANING_OFFCER,1588,SOD Planning Officer
31929430,IL_PLANING_OFFCER,1630,SOD Planning Officer
31923560,IL_PLANING_OFFCER,1656,SOD Planning Officer
31950620,IL_PLANING_OFFCER,1777,SOD Planning Officer
32002234,IL_PLANING_OFFCER,1833,SOD Planning Officer
31989450,IL_PLANING_OFFCER,1845,SOD Planning Officer
31982790,IL_PLANING_OFFCER,1999,SOD Planning Officer
31909580,IL_PLANT_INCHARG,4546,Plant Incharge SOD 
31923690,IL_PLANT_INCHARG,1449,Plant Incharge SOD 
31910340,IL_PLANT_INCHARG,1584,Plant Incharge SOD 
31905650,IL_PLANT_INCHARG,1777,Plant Incharge SOD 
35325620,IL_PLANT_INCHARG,1879,Plant Incharge SOD 
31902320,IL_PLANT_INCHARG,1979,Plant Incharge SOD 
31928510,IL_CHMNGR_DNTSODZONE,1600,Zonal SOD
32002495,IL_PLANING_OFFCER,1164,SOD Planning Officer
31954850,IL_PLANING_OFFCER,1319,SOD Planning Officer
31959810,IL_PLANING_OFFCER,1341,SOD Planning Officer
31978750,IL_PLANING_OFFCER,1412,SOD Planning Officer
31992500,IL_PLANING_OFFCER,1449,SOD Planning Officer
31980230,IL_PLANING_OFFCER,1457,SOD Planning Officer
31983060,IL_PLANING_OFFCER,1644,SOD Planning Officer
30075630,IL_PLANING_OFFCER,1644,SOD Planning Officer
31959070,IL_PLANING_OFFCER,1650,SOD Planning Officer
32002412,IL_PLANING_OFFCER,1677,SOD Planning Officer
31969790,IL_PLANING_OFFCER,1871,SOD Planning Officer
31995670,IL_PLANING_OFFCER,1895,SOD Planning Officer
35325670,IL_PLANING_OFFCER,1919,SOD Planning Officer
31923400,IL_PLANT_INCHARG,1157,Plant Incharge SOD 
31911850,IL_PLANT_INCHARG,1397,Plant Incharge SOD 
31917500,IL_CHMNGR_DNTSODZONE,1370,Zonal SOD
31907700,IL_CHMNGR_DNTSODZONE,1600,Zonal SOD
31906320,IL_DGM_SODNFP,1000,HQO SOD
31927640,IL_DGM_SODNFP,1000,HQO SOD
31909600,IL_DGM_SODZONE,1120,Zonal LPG SOD
31903500,IL_DGM_SODZONE,1370,Zonal LPG SOD
31924520,IL_MNGR_DNTSODZONE,1100,Zonal SOD
31901240,IL_OPNHEAD_SODZONE,1730,Zonal Head LEVEL SOD
31993120,IL_PLANING_OFFCER,1180,SOD Planning Officer
31952290,IL_PLANING_OFFCER,1128,SOD Planning Officer
31980920,IL_PLANING_OFFCER,1164,SOD Planning Officer
31939720,IL_PLANING_OFFCER,1183,SOD Planning Officer
31954980,IL_PLANING_OFFCER,1216,SOD Planning Officer
32001810,IL_PLANING_OFFCER,1221,SOD Planning Officer
31965010,IL_PLANING_OFFCER,1254,SOD Planning Officer
32002492,IL_PLANING_OFFCER,1256,SOD Planning Officer
31971090,IL_PLANING_OFFCER,1435,SOD Planning Officer
31951620,IL_PLANING_OFFCER,1546,SOD Planning Officer
35296350,IL_PLANING_OFFCER,1650,SOD Planning Officer
31990030,IL_PLANING_OFFCER,1797,SOD Planning Officer
35325520,IL_PLANING_OFFCER,1845,SOD Planning Officer
31961800,IL_PLANING_OFFCER,1892,SOD Planning Officer
31954260,IL_PLANING_OFFCER,1919,SOD Planning Officer
32002078,IL_PLANING_OFFCER,1992,SOD Planning Officer
32002248,IL_PLANING_OFFCER,4546,SOD Planning Officer
31913080,IL_PLANING_OFFCER,4546,SOD Planning Officer
31979730,IL_PLANING_OFFCER,4546,SOD Planning Officer
31985930,IL_PLANING_OFFCER,4664,SOD Planning Officer
31900890,IL_PLANT_INCHARG,1775,Plant Incharge SOD 
31904220,IL_DGM_SODZONE,1191,Zonal LPG SOD
31900750,IL_DGM_SODZONE,1370,Zonal LPG SOD
31902150,IL_DGM_SODZONE,1750,Zonal LPG SOD
31904390,IL_DGM_SODZONE,1770,Zonal LPG SOD
31901490,IL_DGM_SODZONE,7020,Zonal LPG SOD
31900750,IL_OPNHEAD_SODZONE,1370,Zonal Head LEVEL SOD
31962370,IL_PLANING_OFFCER,1146,SOD Planning Officer
35415880,IL_PLANING_OFFCER,1292,SOD Planning Officer
31981160,IL_PLANING_OFFCER,1305,SOD Planning Officer
31979890,IL_PLANING_OFFCER,1334,SOD Planning Officer
31978380,IL_PLANING_OFFCER,1385,SOD Planning Officer
31968700,IL_PLANING_OFFCER,1457,SOD Planning Officer
32002366,IL_PLANING_OFFCER,1485,SOD Planning Officer
31993060,IL_PLANING_OFFCER,1509,SOD Planning Officer
31952430,IL_PLANING_OFFCER,1527,SOD Planning Officer
30067140,IL_PLANING_OFFCER,1585,SOD Planning Officer
31959840,IL_PLANING_OFFCER,1588,SOD Planning Officer
32002250,IL_PLANING_OFFCER,1775,SOD Planning Officer
31994360,IL_PLANING_OFFCER,1845,SOD Planning Officer
31994750,IL_PLANING_OFFCER,1979,SOD Planning Officer
30067270,IL_PLANT_INCHARG,1644,Plant Incharge SOD 
31905960,IL_DGM_SODZONE,1662,Zonal LPG SOD
31911840,IL_DGM_SODZONE,1750,Zonal LPG SOD
31948890,IL_MANAGER_SOD,1000,HQO SOD
31906900,IL_OPNHEAD_SODZONE,1750,Zonal Head LEVEL SOD
31950520,IL_PLANING_OFFCER,1554,SOD Planning Officer
